,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_batch_size,param_epochs,param_num_neurons,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
16,0.589476744333903,0.01511505640904019,0.05728705724080404,0.007363111876148918,softmax,50,10,32,Adagrad,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 32, 'optimizer': 'Adagrad'}",-0.6550886233647665,-0.6694577018419902,-0.6151759614547093,-0.646574095553822,0.022963735508413397,2454
17,0.791608969370524,0.03210462116322022,0.05728777249654134,0.007366145574152654,softmax,50,10,32,Adadelta,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 32, 'optimizer': 'Adadelta'}",-0.6719181756178538,-0.6844604591528575,-0.6828011314074198,-0.6797265887260439,0.005562782792380592,2708
18,0.7811923821767172,0.022094445714932815,0.05728785196940104,0.007364852752487513,softmax,50,10,32,Adam,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 32, 'optimizer': 'Adam'}",-0.6761523842811584,-0.6879067838191986,-0.687227855126063,-0.6837623410754733,0.005388185708943555,2748
19,0.6614092985788981,0.019486566985374865,0.05728888511657715,0.007365246135290666,softmax,50,10,32,Adamax,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 32, 'optimizer': 'Adamax'}",-0.6804470300674439,-0.6829705595970154,-0.6611407001813253,-0.6748527632819282,0.009750471994655473,2672
20,0.9270164966583252,0.014732346873696149,0.05728753407796224,0.007363279759078121,softmax,50,10,32,Nadam,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 32, 'optimizer': 'Nadam'}",-0.6935140271981557,-0.6765546083450318,-0.6775956292947133,-0.6825547549459668,0.007761020868314297,2737
21,0.5207955837249756,0.007364740324873455,0.06249459584554037,5.947204250930057e-07,softmax,50,10,64,SGD,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 64, 'optimizer': 'SGD'}",-0.6836885015169779,-0.6975291093190511,-0.6859479983647664,-0.6890552030669318,0.006062543299010818,2802
22,0.671826442082723,0.02209955954091039,0.052078962326049805,0.007366089291542274,softmax,50,10,64,RMSprop,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 64, 'optimizer': 'RMSprop'}",-0.6749189953009288,-0.690328852335612,-0.6673482457796732,-0.6775320311387381,0.009562009434457137,2690
23,0.5832909742991129,0.014725884086514316,0.05728729565938314,0.007362267925951741,softmax,50,10,64,Adagrad,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 64, 'optimizer': 'Adagrad'}",-0.6715627570947011,-0.6832198043664296,-0.6373227516810099,-0.6640351043807136,0.01947877524963775,2591
24,0.7603596846262614,0.0073650213109377706,0.04687277475992838,9.98958356378598e-07,softmax,50,10,64,Adadelta,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 64, 'optimizer': 'Adadelta'}",-0.6728574534257253,-0.6881803115208943,-0.6807266294956207,-0.6805881314807468,0.006256297165057746,2718
25,0.7603600025177002,0.01948775641163963,0.05728864669799805,0.0073655833718152975,softmax,50,10,64,Adam,"{'activation': 'softmax', 'batch_size': 50, 'epochs': 10, 'num_neurons': 64, 'optimizer': 'Adam'}",-0.6880366186300914,-0.6905517141024272,-0.6759292443593343,-0.6848391923639511,0.00638340590345886,2760
